,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,20,POR,NBA,SF,79,1454,,1%,98%,1%,,+9.8,+5.5,20,13,42,4,25,11,171,4,20
2009-10,21,POR,NBA,SF,37,918,,5%,94%,1%,,+8.6,+6.1,17,5,24,2,27,16,98,11,11
2010-11,22,POR,NBA,SF,80,2522,,,85%,14%,,+0.6,-2.6,37,14,70,18,62,24,281,18,41
2011-12,23,POR,NBA,SF,59,1791,,1%,66%,33%,,-1.8,-1.5,45,22,36,10,68,20,198,15,38
2012-13,24,POR,NBA,SF,73,2807,,10%,88%,2%,,-2.2,+4.7,119,41,60,13,78,7,800,16,19
2013-14,25,POR,NBA,SF,82,2956,,5%,88%,8%,,+5.2,+5.4,138,30,58,16,75,15,946,15,18
2014-15,26,POR,NBA,SF,71,2380,,,95%,5%,,+4.3,+0.1,96,16,46,5,35,6,772,7,14
2015-16,27,CHO,NBA,SF,70,2448,,10%,89%,1%,,+4.5,+4.2,110,60,45,17,61,4,955,15,27
2016-17,28,CHO,NBA,SG,77,2617,,57%,42%,1%,,+1.6,+3.5,126,41,42,10,109,4,1047,27,41
2017-18,29,CHO,NBA,SG,64,1981,,66%,29%,4%,,0.0,-0.4,101,11,22,6,46,4,805,15,12
2018-19,30,CHO,NBA,SF,75,2354,,10%,82%,8%,,-0.2,+2.8,82,19,42,9,31,11,599,10,19
2019-20,31,CHO,NBA,SF,22,505,,,67%,32%,,-2.9,+5.1,11,3,13,0,4,13,156,1,4
Career,,,NBA,,789,24733,,15%,77%,8%,,+2.1,+2.5,902,275,500,110,621,135,6828,154,264
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,POR,NBA,,481,14828,,3%,87%,9%,,+2.7,+2.3,472,141,336,68,370,99,3266,86,161
5 seasons,,CHO,NBA,,308,9905,,33%,62%,5%,,+1.3,+2.8,430,134,164,42,251,36,3562,68,103
