Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1967-68,23,SFW,NBA,SF,42,NA,482,68,157,0.433,36,60,0.6,155,16,74,172
1968-69,24,SFW,NBA,SF,79,NA,1486,222,535,0.415,175,230,0.761,380,67,231,619
1969-70,25,TOT,NBA,PF-SF,72,NA,1170,197,468,0.421,123,167,0.737,304,43,193,517
1969-70,25,SFW,NBA,SF,3,NA,75,9,17,0.529,5,10,0.5,14,1,6,23
1969-70,25,CIN,NBA,PF,69,NA,1095,188,451,0.417,118,157,0.752,290,42,187,494
1970-71,26,SFW,NBA,SF,18,NA,200,26,82,0.317,13,20,0.65,42,8,24,65
1971-72,27,GSW,NBA,PF,62,NA,597,71,181,0.392,40,53,0.755,131,22,67,182
1972-73,28,TOT,NBA,PF,21,NA,125,19,58,0.328,4,7,0.571,27,11,16,42
1972-73,28,POR,NBA,PF,2,NA,8,2,6,0.333,0,0,NA,2,0,3,4
1972-73,28,LAL,NBA,PF,19,NA,117,17,52,0.327,4,7,0.571,25,11,13,38
Career,NA,,NBA,,294,NA,4060,603,1481,0.407,391,537,0.728,1039,167,605,1597
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"SFW,GSW",NBA,,204,NA,2840,396,972,0.407,269,373,0.721,722,114,402,1061
1 season,NA,CIN,NBA,,69,NA,1095,188,451,0.417,118,157,0.752,290,42,187,494
1 season,NA,LAL,NBA,,19,NA,117,17,52,0.327,4,7,0.571,25,11,13,38
1 season,NA,POR,NBA,,2,NA,8,2,6,0.333,0,0,NA,2,0,3,4
