,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1967-68,23,SFW,NBA,,6,13,6,9,12,3,6,18
1968-69,24,SFW,NBA,,10,21,10,11,16,3,6,28
1969-70,25,TOT,NBA,,10,,7,7,,,,26
1969-70,25,SFW,NBA,,5,8,5,7,8,1,3,15
1969-70,25,CIN,NBA,,10,,7,7,,,,26
1970-71,26,SFW,NBA,,6,19,6,8,6,1,4,18
1971-72,27,GSW,NBA,,9,,7,9,,,,21
1972-73,28,TOT,NBA,,3,,2,2,,,,6
1972-73,28,POR,NBA,,2,4,0,0,2,0,2,4
1972-73,28,LAL,NBA,,3,,2,2,,,,6
Career,,,,,10,,10,11,,,,28
5 Seasons,,"GSW,SFW",NBA,,10,,10,11,,,,28
1 Season,,CIN,NBA,,10,,7,7,,,,26
1 Season,,LAL,NBA,,3,,2,2,,,,6
1 Season,,POR,NBA,,2,4,0,0,2,0,2,4
