Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1967-68,23,SFW,NBA,SF,42,NA,482,5.1,11.7,0.433,2.7,4.5,0.6,11.6,1.2,5.5,12.8
1968-69,24,SFW,NBA,SF,79,NA,1486,5.4,13,0.415,4.2,5.6,0.761,9.2,1.6,5.6,15
1969-70,25,TOT,NBA,PF-SF,72,NA,1170,6.1,14.4,0.421,3.8,5.1,0.737,9.4,1.3,5.9,15.9
1969-70,25,SFW,NBA,SF,3,NA,75,4.3,8.2,0.529,2.4,4.8,0.5,6.7,0.5,2.9,11
1969-70,25,CIN,NBA,PF,69,NA,1095,6.2,14.8,0.417,3.9,5.2,0.752,9.5,1.4,6.1,16.2
1970-71,26,SFW,NBA,SF,18,NA,200,4.7,14.8,0.317,2.3,3.6,0.65,7.6,1.4,4.3,11.7
1971-72,27,GSW,NBA,PF,62,NA,597,4.3,10.9,0.392,2.4,3.2,0.755,7.9,1.3,4,11
1972-73,28,TOT,NBA,PF,21,NA,125,5.5,16.7,0.328,1.2,2,0.571,7.8,3.2,4.6,12.1
1972-73,28,POR,NBA,PF,2,NA,8,9,27,0.333,0,0,NA,9,0,13.5,18
1972-73,28,LAL,NBA,PF,19,NA,117,5.2,16,0.327,1.2,2.2,0.571,7.7,3.4,4,11.7
Career,NA,,NBA,,294,NA,4060,5.3,13.1,0.407,3.5,4.8,0.728,9.2,1.5,5.4,14.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"SFW,GSW",NBA,,204,NA,2840,5,12.3,0.407,3.4,4.7,0.721,9.2,1.4,5.1,13.4
1 season,NA,CIN,NBA,,69,NA,1095,6.2,14.8,0.417,3.9,5.2,0.752,9.5,1.4,6.1,16.2
1 season,NA,LAL,NBA,,19,NA,117,5.2,16,0.327,1.2,2.2,0.571,7.7,3.4,4,11.7
1 season,NA,POR,NBA,,2,NA,8,9,27,0.333,0,0,NA,9,0,13.5,18
