Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,22,TOT,NBA,SF,71,,37.6,6.4,16.8,.378,6.3,8.6,.728,5.5,3.5,3.2,19.0
1954-55,22,BLB,NBA,,,,,,,,,,,,,,
1954-55,22,MLH,NBA,SF,,,,,,,,,,,,,
1955-56,23,STL,NBA,SG,17,,26.1,3.9,10.8,.366,3.1,4.2,.746,3.2,2.1,2.2,11.0
1956-57,24,Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army)
1957-58,25,TOT,NBA,SG,38,,11.2,1.2,4.4,.263,1.2,2.0,.610,2.3,0.9,1.2,3.6
1957-58,25,STL,NBA,,26,,7.5,0.6,3.2,.193,1.0,1.8,.563,2.0,0.6,0.9,2.3
1957-58,25,MNL,NBA,SG,12,,19.3,2.3,7.0,.333,1.7,2.4,.690,2.9,1.6,1.8,6.3
1958-59,26,NYK,NBA,SG,68,,21.3,3.4,8.9,.385,3.0,3.9,.767,3.6,1.4,1.7,9.8
1959-60,27,TOT,NBA,SG,62,,21.1,3.3,8.4,.393,2.5,3.4,.736,2.8,1.8,1.6,9.1
1959-60,27,SYR,NBA,SG,19,,11.4,1.9,4.9,.383,1.6,2.5,.646,2.5,1.6,1.3,5.4
1959-60,27,MNL,NBA,SG,43,,25.4,3.9,9.9,.396,2.8,3.7,.763,3.0,1.9,1.8,10.7
1960-61,28,LAL,NBA,SG,77,,28.0,4.0,10.0,.405,2.7,3.6,.753,3.9,3.2,2.8,10.8
1961-62,29,LAL,NBA,SG,79,,35.5,5.5,13.1,.420,3.8,5.1,.738,5.2,4.8,2.9,14.7
1962-63,30,LAL,NBA,SG,80,,29.6,4.0,9.3,.424,2.4,3.4,.714,3.6,3.5,1.9,10.3
1963-64,31,LAL,NBA,SG,73,,17.6,2.2,5.8,.378,1.1,1.7,.639,1.9,2.0,1.6,5.5
Career,NA,,NBA,,565,,26.4,3.9,10.0,.394,3.0,4.1,.728,3.7,2.8,2.2,10.8
,NA,,,,,,,,,,,,,,,,
6 seasons,NA,"MNL,LAL",NBA,,364,,27.3,3.9,9.6,.407,2.5,3.5,.728,3.6,3.2,2.2,10.3
1 season,NA,NYK,NBA,,68,,21.3,3.4,8.9,.385,3.0,3.9,.767,3.6,1.4,1.7,9.8
3 seasons,NA,"MLH,STL",NBA,,43,,14.9,1.9,6.2,.312,1.9,2.8,.672,2.5,1.2,1.4,5.7
1 season,NA,SYR,NBA,,19,,11.4,1.9,4.9,.383,1.6,2.5,.646,2.5,1.6,1.3,5.4
1 season,NA,BLB,NBA,,,,,,,,,,,,,,
