Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1954-55,22,TOT,NBA,SF,71,2668,NA,0.461,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,22,BLB,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,22,MLH,NBA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-56,23,STL,NBA,SG,17,444,12,0.436,0.388,NA,NA,NA,NA,NA,0.2,0.4,0.6,0.064
1957-58,25,TOT,NBA,SG,38,426,7,0.336,0.461,NA,NA,NA,NA,NA,-0.9,0.3,-0.6,-0.068
1957-58,25,STL,NBA,,26,195,4.9,0.283,0.578,NA,NA,NA,NA,NA,-0.8,0.2,-0.6,-0.143
1957-58,25,MNL,NBA,SG,12,231,8.8,0.393,0.345,NA,NA,NA,NA,NA,-0.1,0.1,0,-0.006
1958-59,26,NYK,NBA,SG,68,1448,13.8,0.463,0.433,NA,NA,NA,NA,NA,1.7,0.7,2.4,0.079
1959-60,27,TOT,NBA,SG,62,1308,12.4,0.46,0.399,NA,NA,NA,NA,NA,1.2,1.1,2.3,0.084
1959-60,27,SYR,NBA,SG,19,217,14.4,0.447,0.511,NA,NA,NA,NA,NA,0.2,0.2,0.4,0.085
1959-60,27,MNL,NBA,SG,43,1091,12,0.462,0.375,NA,NA,NA,NA,NA,1,0.9,1.9,0.083
1960-61,28,LAL,NBA,SG,77,2153,11.8,0.468,0.364,NA,NA,NA,NA,NA,1.9,2.2,4.1,0.092
1961-62,29,LAL,NBA,SG,79,2806,13.1,0.481,0.391,NA,NA,NA,NA,NA,2.9,2.6,5.5,0.094
1962-63,30,LAL,NBA,SG,80,2369,11.5,0.477,0.36,NA,NA,NA,NA,NA,1.3,2.3,3.6,0.074
1963-64,31,LAL,NBA,SG,73,1286,9,0.417,0.288,NA,NA,NA,NA,NA,-0.7,0.7,0,0
Career,NA,,NBA,,565,14908,11.9,0.46,0.408,NA,NA,NA,NA,NA,7.6,10.4,17.9,0.058
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"MNL,LAL",NBA,,364,9936,11.7,0.465,0.363,NA,NA,NA,NA,NA,6.3,8.8,15.2,0.073
1 season,NA,NYK,NBA,,68,1448,13.8,0.463,0.433,NA,NA,NA,NA,NA,1.7,0.7,2.4,0.079
3 seasons,NA,"MLH,STL",NBA,,43,639,9.8,0.386,0.447,NA,NA,NA,NA,NA,-0.6,0.6,0,0.001
1 season,NA,SYR,NBA,,19,217,14.4,0.447,0.511,NA,NA,NA,NA,NA,0.2,0.2,0.4,0.085
1 season,NA,BLB,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
