Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,26,NYK,NBA,SG,2,43,18.2,0.584,0.55,NA,NA,NA,9.9,NA,0.2,0,0.2,0.248
1959-60,27,MNL,NBA,SG,9,330,11.6,0.409,0.288,NA,NA,NA,13.7,NA,-0.1,0.1,0,0.005
1960-61,28,LAL,NBA,SG,12,371,10.5,0.465,0.432,NA,NA,NA,17.1,NA,0.3,0.2,0.5,0.063
1961-62,29,LAL,NBA,SG,13,478,12.6,0.488,0.257,NA,NA,NA,18.5,NA,0.5,0.2,0.8,0.077
1962-63,30,LAL,NBA,SG,13,317,11.4,0.504,0.593,NA,NA,NA,15,NA,0.3,0.2,0.5,0.079
1963-64,31,LAL,NBA,SG,3,69,11.8,0.502,0.074,NA,NA,NA,15.4,NA,0.1,0,0.1,0.053
Career,NA,,NBA,,52,1608,11.8,0.469,0.353,NA,NA,NA,16.1,NA,1.4,0.7,2.1,0.063
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"MNL,LAL",NBA,,50,1565,11.6,0.464,0.345,NA,NA,NA,16.3,NA,1.2,0.7,1.9,0.058
1 season,NA,NYK,NBA,,2,43,18.2,0.584,0.55,NA,NA,NA,9.9,NA,0.2,0,0.2,0.248
