,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,25,SAS,NBA,SG,24,660,.386,13.2,.603,.299,.141,.098,.065,.397,.387,.545,.269,.222,.167,.384,.442,.022,4,.964,.342,.440,0,0
2003-04,26,SAS,NBA,SG,10,280,.447,12.3,.628,.340,.160,.074,.053,.372,.542,.719,.400,.286,.200,.286,.500,.043,4,.900,.314,.364,0,0
2004-05,27,SAS,NBA,SG,23,772,.507,12.2,.664,.343,.178,.073,.070,.336,.542,.633,.569,.286,.300,.438,.282,.031,9,.762,.260,.480,2,1
2005-06,28,SAS,NBA,SG,13,426,.484,11.3,.732,.363,.146,.115,.108,.268,.539,.667,.217,.611,.471,.333,.355,.032,4,.857,.167,.143,0,0
2006-07,29,SAS,NBA,SG,20,602,.401,14.6,.599,.227,.150,.113,.109,.401,.412,.554,.378,.321,.259,.384,.361,.008,2,.816,.202,.350,0,0
2007-08,30,SAS,NBA,SG,17,559,.422,15.2,.560,.233,.108,.116,.103,.440,.462,.537,.440,.444,.333,.373,.267,.009,1,.737,.137,.500,0,0
2009-10,32,SAS,NBA,SG,10,352,.414,14.8,.571,.257,.121,.086,.107,.429,.475,.611,.353,.417,.333,.333,.237,.014,2,.900,.200,.417,1,0
2010-11,33,SAS,NBA,SG,5,174,.443,15.6,.600,.243,.143,.071,.143,.400,.524,.765,.200,.600,.400,.321,.409,.014,1,.778,.321,.222,2,1
2011-12,34,SAS,NBA,SG,14,390,.448,14.5,.531,.276,.159,.048,.048,.469,.545,.675,.435,.429,.286,.338,.476,.021,2,.739,.147,.400,0,0
2012-13,35,SAS,NBA,SG,21,560,.399,16.0,.503,.249,.088,.088,.078,.497,.495,.583,.412,.353,.467,.302,.417,.026,5,.690,.146,.429,0,0
2013-14,36,SAS,NBA,SG,23,586,.439,15.4,.557,.224,.131,.105,.093,.443,.477,.604,.484,.400,.273,.390,.349,.008,2,.683,.162,.294,1,0
2014-15,37,SAS,NBA,SG,7,131,.349,16.2,.488,.209,.233,.000,.047,.512,.333,.556,.200,,.000,.364,.286,.000,0,1.000,.273,.500,1,0
2015-16,38,SAS,NBA,SG,10,192,.426,16.4,.553,.149,.128,.191,.085,.447,.423,.857,.167,.444,.000,.429,.364,.021,1,.889,.190,.250,1,0
2016-17,39,SAS,NBA,SG,16,284,.412,13.2,.588,.423,.082,.041,.041,.412,.544,.659,.250,.500,.000,.225,.419,.021,2,1.000,.175,.286,1,0
2017-18,40,SAS,NBA,SG,5,107,.405,16.6,.514,.216,.162,.027,.108,.486,.474,.625,.500,1.000,.000,.333,.333,.000,0,.833,.167,.333,1,0
Career,,,NBA,,218,6075,.433,14.2,.590,.277,.138,.090,.085,.410,.485,.619,.393,.392,.298,.358,.358,.019,39,.799,.203,.386,10,2
