Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,27,SAS,NBA,SG,1,0,21:33,3,6,0.5,0,2,0,2,2,1,2,3,1,1,1,3,3,8
2010-11,33,SAS,NBA,SG,1,0,20:43,2,7,0.286,0,3,0,3,4,0.75,1,3,5,3,0,2,3,7
Career,NA,,NBA,,2,0,42,5,13,0.385,0,5,0,5,6,0.833,3,6,6,4,1,5,6,15
