,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,23,POR,NBA,PG,11,466,.439,14.4,.630,.265,.153,.069,.143,.370,.471,.660,.241,.385,.407,.386,.071,.011,2,.370,.100,.571,1,0
2014-15,24,POR,NBA,PG,5,201,.406,13.8,.677,.396,.042,.042,.198,.323,.523,.658,.500,.000,.368,.161,.206,.021,2,.400,.097,.333,0,0
2015-16,25,POR,NBA,PG,11,437,.368,16.1,.558,.264,.062,.120,.112,.442,.348,.422,.400,.276,.222,.393,.362,.017,4,.381,.065,.571,0,0
2016-17,26,POR,NBA,PG,4,151,.433,14.4,.644,.322,.122,.089,.111,.356,.517,.552,.818,.375,.200,.281,.100,.022,1,.222,.031,.000,1,0
2017-18,27,POR,NBA,PG,4,162,.352,15.0,.577,.296,.070,.127,.085,.423,.390,.524,.200,.222,.333,.300,.313,.014,0,.556,.033,1.000,0,0
2018-19,28,POR,NBA,PG,16,650,.418,17.3,.521,.267,.061,.070,.124,.479,.459,.557,.350,.304,.390,.373,.127,.006,2,.322,.057,.556,2,0
Career,,,NBA,,51,2067,.406,15.7,.580,.285,.083,.084,.128,.420,.444,.555,.381,.291,.338,.353,.176,.013,11,.358,.065,.536,4,0
