Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,25,NYK,BAA,,6,NA,NA,3.5,12.2,0.288,4.5,5.8,0.771,NA,1.8,4.3,11.5
1949-50,26,NYK,NBA,,5,NA,NA,2,3.6,0.556,0.4,0.6,0.667,NA,0.6,2,4.4
1950-51,27,NYK,NBA,,13,NA,NA,1.8,5.2,0.358,1.5,1.8,0.87,1.5,1.8,3.1,5.2
1951-52,28,NYK,NBA,SG,12,NA,16.2,1.1,4.4,0.245,1.9,2.1,0.92,1.6,1.3,2.9,4.1
1952-53,29,BLB,NBA,PG,2,NA,37.5,3.5,16.5,0.212,3.5,5,0.7,4,2.5,4,10.5
Career,NA,,TOT,,38,NA,19.2,2,6.4,0.307,2.1,2.5,0.823,1.7,1.5,3.1,6
,NA,,NBA,,32,NA,19.2,1.7,5.3,0.316,1.6,1.9,0.852,1.7,1.4,2.9,5
,NA,,BAA,,6,NA,NA,3.5,12.2,0.288,4.5,5.8,0.771,NA,1.8,4.3,11.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,BAA,,36,NA,16.2,1.9,5.9,0.322,2,2.4,0.837,1.6,1.4,3.1,5.8
1 season,NA,BLB,NBA,,2,NA,37.5,3.5,16.5,0.212,3.5,5,0.7,4,2.5,4,10.5
