Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,25,TOT,BAA,,61,NA,NA,NA,NA,0.349,NA,NA,0.774,NA,NA,NA,NA
1948-49,25,INJ,BAA,,37,NA,NA,NA,NA,0.331,NA,NA,0.754,NA,NA,NA,NA
1948-49,25,NYK,BAA,,24,NA,NA,NA,NA,0.376,NA,NA,0.804,NA,NA,NA,NA
1949-50,26,NYK,NBA,,58,NA,NA,NA,NA,0.322,NA,NA,0.796,NA,NA,NA,NA
1950-51,27,NYK,NBA,,64,NA,NA,NA,NA,0.404,NA,NA,0.775,NA,NA,NA,NA
1951-52,28,NYK,NBA,SG,62,NA,1317,5,13,0.387,2.5,3.3,0.756,3.4,3.4,4.5,12.5
1952-53,29,TOT,NBA,PG,55,NA,1422,4.8,12.8,0.372,3.9,5.2,0.743,3.6,4.3,4.5,13.4
1952-53,29,NYK,NBA,,6,NA,99,2.9,10.9,0.267,4.4,4.4,1,8,5.5,6.2,10.2
1952-53,29,BLB,NBA,PG,49,NA,1323,4.9,13,0.378,3.8,5.3,0.727,3.2,4.2,4.4,13.6
Career,NA,,TOT,,300,NA,2739,4.9,12.9,0.366,3.2,4.3,0.767,3.5,3.8,4.5,13
,NA,,NBA,,239,NA,2739,4.9,12.9,0.375,3.2,4.3,0.764,3.5,3.8,4.5,13
,NA,,BAA,,61,NA,NA,NA,NA,0.349,NA,NA,0.774,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,BAA,,214,NA,1416,4.9,12.9,0.374,2.6,3.3,0.787,3.7,3.5,4.6,12.4
1 season,NA,BLB,NBA,,49,NA,1323,4.9,13,0.378,3.8,5.3,0.727,3.2,4.2,4.4,13.6
1 season,NA,INJ,BAA,,37,NA,NA,NA,NA,0.331,NA,NA,0.754,NA,NA,NA,NA
