Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,25,NYK,BAA,,6,NA,NA,0.39,0.479,NA,NA,NA,NA,NA,0.1,0.1,0.2,NA
1949-50,26,NYK,NBA,,5,NA,NA,0.569,0.167,NA,NA,NA,NA,NA,0.2,0,0.2,NA
1950-51,27,NYK,NBA,,13,NA,NA,0.441,0.343,NA,NA,NA,NA,NA,0.2,0.1,0.3,NA
1951-52,28,NYK,NBA,SG,12,194,5.8,0.383,0.472,NA,NA,NA,15.4,NA,-0.2,0.1,-0.2,-0.039
1952-53,29,BLB,NBA,PG,2,75,2.1,0.281,0.303,NA,NA,NA,14.5,NA,-0.4,0,-0.4,-0.246
Career,NA,,TOT,,38,269,4.8,0.4,0.393,NA,NA,NA,15.2,NA,-0.1,0.3,0.2,-0.096
,NA,,NBA,,32,269,4.8,0.404,0.357,NA,NA,NA,15.2,NA,-0.2,0.2,0,-0.096
,NA,,BAA,,6,NA,NA,0.39,0.479,NA,NA,NA,NA,NA,0.1,0.1,0.2,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,BAA,,36,194,5.8,0.418,0.408,NA,NA,NA,15.4,NA,0.3,0.3,0.6,-0.039
1 season,NA,BLB,NBA,,2,75,2.1,0.281,0.303,NA,NA,NA,14.5,NA,-0.4,0,-0.4,-0.246
