,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,25,TOT,BAA,,12,,13,16,,,,27
1948-49,25,INJ,BAA,,12,,10,16,,,,27
1948-49,25,NYK,BAA,,9,,13,14,,,,23
1949-50,26,NYK,NBA,,7,,8,8,,,,17
1950-51,27,NYK,NBA,,7,,9,10,,,,18
1951-52,28,NYK,NBA,,11,,7,7,,,6,23
1952-53,29,TOT,NBA,,10,,8,11,,,,26
1952-53,29,NYK,NBA,,4,,6,6,,,5,14
1952-53,29,BLB,NBA,,10,,8,11,,,,26
Career,,,TOT,,12,,13,16,,,,27
,,,NBA,,11,,9,11,,,,26
,,,BAA,,12,,13,16,,,,27
,,,,,,,,,,,,
5 Seasons,,NYK,BAA,,11,,13,14,,,,23
1 Season,,BLB,NBA,,10,,8,11,,,,26
1 Season,,INJ,BAA,,12,,10,16,,,,27
