Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,25,TOT,BAA,,61,NA,NA,0.42,0.354,NA,NA,NA,NA,NA,4.3,2.4,6.7,NA
1948-49,25,INJ,BAA,,37,NA,NA,0.401,0.35,NA,NA,NA,NA,NA,1.9,1.5,3.4,NA
1948-49,25,NYK,BAA,,24,NA,NA,0.45,0.36,NA,NA,NA,NA,NA,2.4,0.9,3.3,NA
1949-50,26,NYK,NBA,,58,NA,NA,0.405,0.382,NA,NA,NA,NA,NA,0.9,0.8,1.7,NA
1950-51,27,NYK,NBA,,64,NA,NA,0.478,0.422,NA,NA,NA,NA,NA,2.8,0.5,3.3,NA
1951-52,28,NYK,NBA,SG,62,1317,11.4,0.433,0.25,NA,NA,NA,NA,NA,1.1,0.8,1.9,0.068
1952-53,29,TOT,NBA,PG,55,1422,13.8,0.443,0.407,NA,NA,NA,NA,NA,1.5,0.4,2,0.066
1952-53,29,NYK,NBA,,6,99,14.4,0.397,0.4,NA,NA,NA,NA,NA,0,0.2,0.2,0.08
1952-53,29,BLB,NBA,PG,49,1323,13.7,0.446,0.408,NA,NA,NA,NA,NA,1.5,0.3,1.8,0.065
Career,NA,,TOT,,300,2739,12.6,0.435,0.358,NA,NA,NA,NA,NA,10.6,4.9,15.5,0.067
,NA,,NBA,,239,2739,12.6,0.442,0.361,NA,NA,NA,NA,NA,6.3,2.5,8.8,0.067
,NA,,BAA,,61,NA,NA,0.42,0.354,NA,NA,NA,NA,NA,4.3,2.4,6.7,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,BAA,,214,1416,11.6,0.443,0.346,NA,NA,NA,NA,NA,7.1,3.2,10.3,0.069
1 season,NA,BLB,NBA,,49,1323,13.7,0.446,0.408,NA,NA,NA,NA,NA,1.5,0.3,1.8,0.065
1 season,NA,INJ,BAA,,37,NA,NA,0.401,0.35,NA,NA,NA,NA,NA,1.9,1.5,3.4,NA
