,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,21,ATL,NBA,C,7,277,.472,8.6,1.000,.375,.278,.014,.333,.000,.472,.667,.450,.000,.292,,.647,.111,7,,,,0,0
2008-09,22,ATL,NBA,C,9,252,.424,9.4,.983,.288,.237,.186,.271,.017,.431,.765,.286,.273,.313,.000,.680,.102,5,,.000,,0,0
2009-10,23,ATL,NBA,C,11,388,.523,8.8,.992,.320,.273,.117,.281,.008,.520,.634,.400,.533,.500,1.000,.606,.070,8,1.000,.000,,0,0
2010-11,24,ATL,NBA,C,12,468,.423,13.0,.985,.197,.153,.124,.511,.015,.430,.778,.381,.235,.357,.000,.810,.080,11,,.000,,0,0
2011-12,25,ATL,NBA,C,3,108,.588,7.8,1.000,.471,.147,.088,.294,.000,.588,.813,.400,.333,.400,,.850,.235,8,,,,0,0
2012-13,26,ATL,NBA,C,6,218,.494,11.3,1.000,.217,.205,.157,.422,.000,.494,.778,.588,.231,.400,,.610,.120,10,,,,0,0
2014-15,28,ATL,NBA,C,16,522,.507,10.9,.957,.280,.180,.166,.332,.043,.520,.831,.474,.314,.386,.222,.790,.057,12,1.000,.667,.333,1,0
2015-16,29,ATL,NBA,C,10,327,.466,12.3,.759,.284,.172,.129,.164,.241,.489,.727,.550,.267,.211,.393,.744,.086,9,1.000,.071,.000,0,0
2016-17,30,BOS,NBA,C,18,610,.584,11.8,.726,.300,.216,.100,.111,.274,.609,.789,.512,.368,.524,.519,.619,.089,16,.963,.173,.333,0,0
2017-18,31,BOS,NBA,C,19,679,.544,10.1,.789,.333,.260,.108,.088,.211,.596,.765,.509,.409,.444,.349,.594,.123,23,1.000,.140,.333,0,0
2018-19,32,BOS,NBA,C,9,310,.418,16.7,.600,.136,.164,.091,.209,.400,.424,.533,.333,.500,.391,.409,.750,.027,2,.944,.136,.333,0,0
Career,,,NBA,,120,4159,.501,11.3,.866,.281,.210,.120,.254,.134,.515,.749,.461,.342,.386,.411,.688,.089,111,.973,.161,.310,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,ATL,NBA,,74,2560,.483,10.7,.951,.283,.202,.131,.333,.049,.491,.748,.447,.309,.371,.341,.722,.088,70,1.000,.195,.250,1,0
3 seasons,,BOS,NBA,,46,1599,.532,12.2,.724,.278,.222,.101,.123,.276,.570,.750,.482,.412,.452,.432,.625,.089,41,.967,.151,.333,0,0
