Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,23,ATL,NBA,C,1,0,14:19,4,5,0.8,0,0,NA,0,1,0,0,4,2,1,1,0,1,8
2010-11,24,ATL,NBA,C,1,0,10:20,1,3,0.333,0,0,NA,0,0,NA,1,3,0,0,1,0,2,2
2014-15,28,ATL,NBA,C,1,0,13:30,4,6,0.667,0,0,NA,0,0,NA,3,7,2,0,0,1,1,8
2015-16,29,ATL,NBA,C,1,0,9:25,3,3,1,1,3,0.333,0,0,NA,0,3,2,0,0,0,0,7
2017-18,31,BOS,NBA,C,1,0,12:46,2,4,0.5,0,2,0,2,2,1,0,5,2,1,0,0,0,6
Career,NA,,NBA,,5,0,60,14,21,0.667,1,5,0.2,2,3,0.667,4,22,8,2,2,1,4,31
