,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2007-08,21,ATL,NBA,53:02,9,15,0,1,9,15,8,9,8,14,20,6,5,5,5,6,20,26.5
2008-09,22,ATL,NBA,43:19,10,18,0,1,10,18,9,13,8,17,22,6,3,6,3,5,27,28.4
2009-10,23,ATL,NBA,49:58,12,18,1,1,12,18,7,10,9,17,19,7,3,5,6,6,31,31.9
2010-11,24,ATL,NBA,47:10,13,20,1,1,13,20,10,10,7,16,20,8,2,7,5,5,31,33.5
2011-12,25,ATL,NBA,42:39,7,14,0,1,7,14,5,8,5,8,11,5,2,3,4,6,16,18.0
2012-13,26,ATL,NBA,51:04,14,22,2,2,14,22,10,11,7,15,22,10,4,5,5,6,34,31.3
2013-14,27,ATL,NBA,41:00,15,23,1,1,15,23,6,8,6,13,16,7,5,5,7,5,34,31.8
2014-15,28,ATL,NBA,37:19,11,24,1,2,11,24,6,8,6,14,16,10,5,4,5,5,28,25.9
2015-16,29,ATL,NBA,44:17,15,23,5,7,14,20,5,5,8,14,16,9,3,5,4,5,33,35.7
2016-17,30,BOS,NBA,39:48,11,22,4,9,10,17,6,9,5,13,15,10,3,6,5,6,27,27.8
2017-18,31,BOS,NBA,38:42,11,18,4,7,7,16,6,7,5,11,14,11,3,3,6,6,27,23.5
2018-19,32,BOS,NBA,37:08,10,21,5,11,9,15,5,6,7,11,17,10,4,6,5,5,24,24.2
2019-20,33,PHI,NBA,36:21,13,24,5,12,11,20,5,6,5,11,16,9,3,4,4,6,32,27.4
Career,,,,53:02,15,24,5,12,15,24,10,13,9,17,22,11,5,7,7,6,34,35.7
9 Seasons,,ATL,NBA,53:02,15,24,5,7,15,24,10,13,9,17,22,10,5,7,7,6,34,35.7
3 Seasons,,BOS,NBA,39:48,11,22,5,11,10,17,6,9,7,13,17,11,4,6,6,6,27,27.8
1 Season,,PHI,NBA,36:21,13,24,5,12,11,20,5,6,5,11,16,9,3,4,4,6,32,27.4
