Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1964-65,23,NYK,NBA,PF,75,2586,13.7,0.469,0.354,NA,NA,NA,5.3,NA,1.8,1.6,3.4,0.063
1965-66,24,TOT,NBA,PF,73,2191,12.8,0.476,0.379,NA,NA,NA,5.5,NA,1.3,1.6,2.9,0.063
1965-66,24,NYK,NBA,PF,7,263,12.3,0.507,0.467,NA,NA,NA,4.4,NA,0.3,0.1,0.4,0.071
1965-66,24,BAL,NBA,PF,66,1928,12.9,0.472,0.368,NA,NA,NA,5.7,NA,1,1.5,2.5,0.062
1966-67,25,LAL,NBA,PF,80,1398,11,0.485,0.376,NA,NA,NA,4.1,NA,0.9,1.2,2.1,0.071
1967-68,26,TOT,NBA,PF,79,1425,11.7,0.493,0.383,NA,NA,NA,5.1,NA,1.1,1.3,2.4,0.081
1967-68,26,LAL,NBA,PF,42,713,10,0.477,0.374,NA,NA,NA,4.6,NA,0.2,0.6,0.8,0.057
1967-68,26,CHI,NBA,PF,37,712,13.4,0.508,0.39,NA,NA,NA,5.5,NA,0.8,0.7,1.6,0.106
1968-69,27,TOT,NBA,C-PF,59,706,13.6,0.492,0.425,NA,NA,NA,5.3,NA,0.7,1.4,2.1,0.141
1968-69,27,CHI,NBA,PF,10,111,11.5,0.416,0.322,NA,NA,NA,1.4,NA,-0.2,0.1,0,-0.01
1968-69,27,BOS,NBA,C,49,595,14,0.513,0.455,NA,NA,NA,6.1,NA,0.8,1.3,2.1,0.169
1969-70,28,BOS,NBA,C,77,1049,11.3,0.46,0.295,NA,NA,NA,6.6,NA,-0.3,1.4,1.1,0.048
1970-71,29,BAL,NBA,PF,11,100,10.5,0.563,0.393,NA,NA,7.1,10.3,NA,0.2,0.1,0.3,0.145
Career,NA,,NBA,,454,9455,12.5,0.477,0.365,NA,NA,7.1,5.3,NA,5.6,8.6,14.2,0.072
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,126,1644,12.3,0.478,0.346,NA,NA,NA,6.4,NA,0.5,2.6,3.2,0.092
2 seasons,NA,LAL,NBA,,122,2111,10.7,0.482,0.376,NA,NA,NA,4.3,NA,1.1,1.8,2.9,0.066
2 seasons,NA,NYK,NBA,,82,2849,13.6,0.472,0.363,NA,NA,NA,5.2,NA,2.1,1.7,3.8,0.064
2 seasons,NA,BAL,NBA,,77,2028,12.8,0.475,0.369,NA,NA,7.1,5.9,NA,1.2,1.6,2.8,0.066
2 seasons,NA,CHI,NBA,,47,823,13.2,0.491,0.378,NA,NA,NA,5,NA,0.7,0.9,1.5,0.09
