Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1964-65,23,NYK,NBA,PF,75,NA,2586,454,1070,0.424,251,379,0.662,729,93,312,1159
1965-66,24,TOT,NBA,PF,73,NA,2191,348,818,0.425,212,310,0.684,755,94,283,908
1965-66,24,NYK,NBA,PF,7,NA,263,40,90,0.444,30,42,0.714,72,9,33,110
1965-66,24,BAL,NBA,PF,66,NA,1928,308,728,0.423,182,268,0.679,683,85,250,798
1966-67,25,LAL,NBA,PF,80,NA,1398,217,497,0.437,128,187,0.684,450,47,266,562
1967-68,26,TOT,NBA,PF,79,NA,1425,221,499,0.443,133,191,0.696,415,55,262,575
1967-68,26,LAL,NBA,PF,42,NA,713,101,235,0.43,59,88,0.67,211,27,134,261
1967-68,26,CHI,NBA,PF,37,NA,712,120,264,0.455,74,103,0.718,204,28,128,314
1968-69,27,TOT,NBA,C-PF,59,NA,706,115,261,0.441,75,111,0.676,224,28,122,305
1968-69,27,CHI,NBA,PF,10,NA,111,23,59,0.39,10,19,0.526,30,1,15,56
1968-69,27,BOS,NBA,C,49,NA,595,92,202,0.455,65,92,0.707,194,27,107,249
1969-70,28,BOS,NBA,C,77,NA,1049,178,434,0.41,95,128,0.742,350,52,229,451
1970-71,29,BAL,NBA,PF,11,NA,100,15,28,0.536,7,11,0.636,16,8,23,37
Career,NA,,NBA,,454,NA,9455,1548,3607,0.429,901,1317,0.684,2939,377,1497,3997
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,126,NA,1644,270,636,0.425,160,220,0.727,544,79,336,700
2 seasons,NA,LAL,NBA,,122,NA,2111,318,732,0.434,187,275,0.68,661,74,400,823
2 seasons,NA,NYK,NBA,,82,NA,2849,494,1160,0.426,281,421,0.667,801,102,345,1269
2 seasons,NA,BAL,NBA,,77,NA,2028,323,756,0.427,189,279,0.677,699,93,273,835
2 seasons,NA,CHI,NBA,,47,NA,823,143,323,0.443,84,122,0.689,234,29,143,370
