,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1964-65,23,NYK,NBA,,13,,9,13,,,,32
1965-66,24,TOT,NBA,,13,,10,14,,,,30
1965-66,24,NYK,NBA,,10,17,9,14,16,3,5,24
1965-66,24,BAL,NBA,,13,,10,14,,,,30
1966-67,25,LAL,NBA,,8,,6,11,,,,20
1967-68,26,TOT,NBA,,12,,7,9,,,,27
1967-68,26,LAL,NBA,,9,,7,9,,,,18
1967-68,26,CHI,NBA,,12,,6,7,,,,27
1968-69,27,TOT,NBA,,8,,7,7,,,,20
1968-69,27,CHI,NBA,,6,12,3,6,6,1,2,14
1968-69,27,BOS,NBA,,8,,7,7,,,,20
1969-70,28,BOS,NBA,,7,,8,9,,,,16
1970-71,29,BAL,NBA,,3,,3,4,,,,6
Career,,,,,13,,10,14,,,,32
2 Seasons,,BOS,NBA,,8,,8,9,,,,20
2 Seasons,,LAL,NBA,,9,,7,11,,,,20
2 Seasons,,NYK,NBA,,13,,9,14,,,,32
2 Seasons,,BAL,NBA,,13,,10,14,,,,30
2 Seasons,,CHI,NBA,,12,,6,7,,,,27
