,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1947-48,24,WSC,BAA,,0,,1,1,,,0,1
1948-49,25,WSC,BAA,,4,,2,3,,,5,10
1949-50,26,WSC,NBA,,3,9,4,5,,2,5,9
Career,,,TOT,,4,,4,5,,,5,10
,,,NBA,,3,9,4,5,,2,5,9
,,,BAA,,4,,2,3,,,5,10
,,,,,,,,,,,,
