,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,34,DET,NBA,C,12,131,,,,,100%,-4.5,-8.8,1,1,8,2,3,2,2,0,1
2008-09,35,PHI,NBA,C,6,94,,,,1%,99%,+10.5,+29.9,0,0,6,1,2,2,0,0,0
2009-10,36,CHA,NBA,C,4,47,,,,,100%,-18.4,-9.2,1,0,7,1,0,1,2,0,1
2010-11,37,LAL,NBA,C,1,1,,,,,100%,+100.0,+101.4,0,0,0,0,0,0,0,0,0
Career,,,NBA,,23,273,,,,,100%,-1.3,+4.8,2,1,21,4,5,5,4,0,2
,,,,,,,,,,,,,,,,,,,,,,
1 season,,DET,NBA,,12,131,,,,,100%,-4.5,-8.8,1,1,8,2,3,2,2,0,1
1 season,,PHI,NBA,,6,94,,,,1%,99%,+10.5,+29.9,0,0,6,1,2,2,0,0,0
1 season,,CHA,NBA,,4,47,,,,,100%,-18.4,-9.2,1,0,7,1,0,1,2,0,1
1 season,,LAL,NBA,,1,1,,,,,100%,+100.0,+101.4,0,0,0,0,0,0,0,0,0
