,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,34,DET,NBA,C,12,131,.500,1.8,1.000,.750,.250,.000,.000,.000,.500,.667,.000,,,,.333,.417,5,,,,0,0
2008-09,35,PHI,NBA,C,6,94,.818,2.7,1.000,.727,.182,.000,.091,.000,.818,1.000,.500,,.000,,1.000,.545,6,,,,0,0
2009-10,36,CHA,NBA,C,4,47,.375,9.5,1.000,.375,.000,.250,.375,.000,.375,.667,,.500,.000,,1.000,.250,2,,,,0,0
2010-11,37,LAL,NBA,C,1,1,,,,,,,,,,,,,,,,,0,,,,0,0
Career,,,NBA,,23,273,.581,4.1,1.000,.645,.161,.065,.129,.000,.581,.800,.200,.500,.000,,.778,.419,13,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,DET,NBA,,12,131,.500,1.8,1.000,.750,.250,.000,.000,.000,.500,.667,.000,,,,.333,.417,5,,,,0,0
1 season,,PHI,NBA,,6,94,.818,2.7,1.000,.727,.182,.000,.091,.000,.818,1.000,.500,,.000,,1.000,.545,6,,,,0,0
1 season,,CHA,NBA,,4,47,.375,9.5,1.000,.375,.000,.250,.375,.000,.375,.667,,.500,.000,,1.000,.250,2,,,,0,0
1 season,,LAL,NBA,,1,1,,,,,,,,,,,,,,,,,0,,,,0,0
