,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,LAC,NBA,C,82,2127,,,,,100%,-6.6,-6.8,33,38,115,42,65,0,106,6,57
2001-02,26,LAC,NBA,C,80,2568,,,,,100%,-1.6,-2.8,46,42,90,40,80,0,223,16,53
2002-03,27,LAC,NBA,C,36,1369,,,,,100%,-6.0,-2.2,20,22,43,23,37,0,118,5,26
2003-04,28,MIN,NBA,C,43,925,,,,,100%,+9.7,+4.6,11,11,66,13,23,0,56,3,21
2004-05,29,MIN,NBA,C,62,1215,,,,,100%,-1.6,-4.6,14,12,92,23,32,0,65,9,22
2005-06,30,TOT,NBA,C,48,919,,,,,100%,-5.5,-4.0,4,9,48,18,22,3,53,5,13
2005-06,30,MIN,NBA,C,32,752,,,,,100%,-3.1,-1.1,2,6,39,14,18,3,40,5,12
2005-06,30,BOS,NBA,C,16,167,,,,,100%,-16.0,-15.0,2,3,9,4,4,0,13,0,1
2006-07,31,BOS,NBA,C,24,234,,,,,100%,-5.8,-2.0,5,3,24,5,2,0,11,1,4
Career,,,NBA,,375,9357,,,,,100%,-2.8,-3.2,133,137,478,164,261,3,632,45,196
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAC,NBA,,198,6064,,,,,100%,-4.4,-4.1,99,102,248,105,182,0,447,27,136
3 seasons,,MIN,NBA,,137,2892,,,,,100%,+1.6,-0.8,27,29,197,50,73,3,161,17,55
2 seasons,,BOS,NBA,,40,401,,,,,100%,-10.1,-7.4,7,6,33,9,6,0,24,1,5
