Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,23,INA,ABA,SF,1,NA,23:00,9,14,0.643,0,1,0,2,2,1,NA,10,2,NA,NA,NA,3,20
1976-77,24,IND,NBA,SF,1,0,12:00,1,5,0.2,NA,NA,NA,2,2,1,1,5,0,2,0,NA,0,4
1977-78,25,BUF,NBA,SF,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,TOT,,2,0,35,10,19,0.526,0,1,0,4,4,1,1,15,2,2,0,NA,3,24
,NA,,ABA,,1,NA,23,9,14,0.643,0,1,0,2,2,1,NA,10,2,NA,NA,NA,3,20
,NA,,NBA,,1,0,12,1,5,0.2,NA,NA,NA,2,2,1,1,5,0,2,0,NA,0,4
