,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,22,NJN,NBA,SG,36,274,.379,13.7,.757,.282,.068,.117,.291,.243,.410,.483,.571,.417,.300,.280,.438,.029,3,.857,.200,.200,1,0
2003-04,23,NJN,NBA,SG,22,165,.350,14.0,.800,.267,.100,.117,.317,.200,.354,.563,.000,.286,.316,.333,.647,.033,2,.750,.583,.571,1,0
2004-05,24,CHA,NBA,SG,8,78,.333,15.1,.692,.205,.128,.051,.308,.308,.407,.875,.000,.500,.250,.167,.636,.000,0,1.000,.083,.000,0,0
Career,,,NBA,,66,517,.361,14.1,.757,.262,.089,.104,.302,.243,.392,.566,.222,.381,.295,.265,.533,.025,5,.846,.265,.385,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NJN,NBA,,58,439,.368,13.8,.773,.276,.080,.117,.301,.227,.389,.511,.308,.368,.306,.297,.510,.031,5,.818,.324,.417,2,0
1 season,,CHA,NBA,,8,78,.333,15.1,.692,.205,.128,.051,.308,.308,.407,.875,.000,.500,.250,.167,.636,.000,0,1.000,.083,.000,0,0
