Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,22,CIN,NBA,PF,68,NA,1252,5.8,16.2,0.356,4.6,5.9,0.779,9.7,1.6,3.3,16.1
1959-60,23,DET,NBA,PF,73,NA,1244,7.8,17.9,0.439,4.8,5.9,0.809,11.5,1.2,5.4,20.5
1960-61,24,DET,NBA,C,28,NA,308,6.2,15.8,0.393,4.6,5.5,0.83,11,2,5.8,16.9
1961-62,25,TOT,NBA,PF-C,21,NA,288,6.4,14.4,0.443,4.4,5.7,0.761,9.6,2,4.1,17.1
1961-62,25,CHP,NBA,PF,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,25,STL,NBA,C,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,190,NA,3092,6.7,16.6,0.402,4.6,5.8,0.794,10.6,1.5,4.5,18
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,101,NA,1552,7.5,17.4,0.431,4.7,5.8,0.813,11.4,1.4,5.5,19.8
1 season,NA,CIN,NBA,,68,NA,1252,5.8,16.2,0.356,4.6,5.9,0.779,9.7,1.6,3.3,16.1
1 season,NA,CHP,NBA,,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,STL,NBA,,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
