,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,22,CIN,NBA,,11,,9,10,,,,26
1959-60,23,DET,NBA,,12,,9,9,,,,27
1960-61,24,DET,NBA,,6,,9,,,,,17
1961-62,25,TOT,NBA,,9,,6,,,,,20
1961-62,25,CHP,NBA,,9,,6,9,,,5,20
1961-62,25,STL,NBA,,6,,6,,,,,18
Career,,,,,12,,9,,,,,27
2 Seasons,,DET,NBA,,12,,9,,,,,27
1 Season,,CIN,NBA,,11,,9,10,,,,26
1 Season,,CHP,NBA,,9,,6,9,,,5,20
1 Season,,STL,NBA,,6,,6,,,,,18
