Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,22,CIN,NBA,PF,68,1252,13.6,0.429,0.363,NA,NA,NA,NA,NA,0.2,0.4,0.7,0.025
1959-60,23,DET,NBA,PF,73,1244,17.2,0.5,0.331,NA,NA,NA,NA,NA,2.7,1,3.7,0.144
1960-61,24,DET,NBA,C,28,308,12.9,0.466,0.348,NA,NA,NA,NA,NA,0.3,0.1,0.4,0.062
1961-62,25,TOT,NBA,PF-C,21,288,NA,0.507,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,25,CHP,NBA,PF,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,25,STL,NBA,C,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,190,3092,15.1,0.469,0.351,NA,NA,NA,NA,NA,3.2,1.6,4.8,0.074
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,101,1552,16.3,0.494,0.334,NA,NA,NA,NA,NA,3,1.2,4.1,0.127
1 season,NA,CIN,NBA,,68,1252,13.6,0.429,0.363,NA,NA,NA,NA,NA,0.2,0.4,0.7,0.025
1 season,NA,CHP,NBA,,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,STL,NBA,,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
