Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,22,CIN,NBA,PF,68,NA,18.4,2.9,8.3,0.356,2.3,3,0.779,5,0.8,1.7,8.2
1959-60,23,DET,NBA,PF,73,NA,17,3.7,8.5,0.439,2.3,2.8,0.809,5.4,0.6,2.6,9.7
1960-61,24,DET,NBA,C,28,NA,11,1.9,4.8,0.393,1.4,1.7,0.83,3.4,0.6,1.8,5.2
1961-62,25,TOT,NBA,PF-C,21,NA,13.7,2.4,5.5,0.443,1.7,2.2,0.761,3.7,0.8,1.6,6.5
1961-62,25,CHP,NBA,PF,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,25,STL,NBA,C,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,190,NA,16.3,3,7.5,0.402,2.1,2.6,0.794,4.8,0.7,2,8.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,101,NA,15.4,3.2,7.4,0.431,2,2.5,0.813,4.9,0.6,2.4,8.4
1 season,NA,CIN,NBA,,68,NA,18.4,2.9,8.3,0.356,2.3,3,0.779,5,0.8,1.7,8.2
1 season,NA,CHP,NBA,,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,STL,NBA,,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
