Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,22,MIN,NBA,SF,4,4,23.5,3,7.5,0.4,0,0.8,0,3,6.8,0.444,0.4,0,0,NA,0.5,1.5,2,0.5,0.8,0.3,0.3,1.8,6
2000-01,23,MIN,NBA,SF,4,4,35.8,4.5,9.3,0.486,0,0.3,0,4.5,9,0.5,0.486,5,6.3,0.8,1,3.5,4.5,2.5,1.3,0.8,3,1.5,14
2001-02,24,MIN,NBA,SF,3,3,43.7,7,14.7,0.477,0.7,3,0.222,6.3,11.7,0.543,0.5,5.3,6,0.889,3,4,7,2,0.7,0,2.7,2.7,20
2002-03,25,MIN,NBA,SF,6,6,42,4.8,10.2,0.475,0.5,2.3,0.214,4.3,7.8,0.553,0.5,4.3,5,0.867,1,4,5,2.2,1,0.2,3,3.2,14.5
2003-04,26,MIN,NBA,SF,12,0,24.8,3.9,9.3,0.42,0.8,2.4,0.345,3.1,6.9,0.446,0.464,3.2,3.4,0.927,0.8,2.5,3.3,1.7,0.5,0.2,2,2.6,11.8
2007-08,30,CLE,NBA,SF,13,13,28.8,3.6,9.6,0.376,1.5,4.8,0.323,2.1,4.8,0.429,0.456,2,2.2,0.929,0.3,1.5,1.8,1.5,0.2,0.1,0.8,2.5,10.8
2008-09,31,CLE,NBA,SF,12,0,12.8,1.3,3,0.444,0.2,1,0.167,1.2,2,0.583,0.472,0.8,0.9,0.818,0.7,1.7,2.3,0.6,0.2,0.1,0.8,1.6,3.6
Career,NA,,NBA,,54,30,26.8,3.5,8.2,0.427,0.7,2.4,0.285,2.8,5.8,0.486,0.469,2.5,2.8,0.882,0.8,2.3,3.1,1.4,0.5,0.2,1.5,2.3,10.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,MIN,NBA,,29,17,31.7,4.4,9.8,0.447,0.5,1.9,0.268,3.9,7.9,0.491,0.474,3.4,3.9,0.877,1,3,4,1.8,0.8,0.2,2.2,2.4,12.7
2 seasons,NA,CLE,NBA,,25,13,21.1,2.5,6.4,0.391,0.9,3,0.297,1.6,3.5,0.471,0.46,1.4,1.6,0.897,0.5,1.6,2,1,0.2,0.1,0.8,2,7.3
