Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1978-79,22,TOT,NBA,PF,14,NA,113,9.5,22.2,0.429,4.4,9.1,0.478,7.1,9.1,16.3,2,0.8,0.8,2.8,9.5,23.4,NA,98,104
1978-79,22,MIL,NBA,PF,3,NA,22,10.2,22.5,0.455,0,0,NA,10.2,4.1,14.3,2,0,0,4.1,16.4,20.5,NA,96,109
1978-79,22,DET,NBA,PF,11,NA,91,9.3,22.1,0.422,5.4,11.3,0.478,6.4,10.3,16.7,2,1,1,2.5,7.9,24.1,NA,98,103
Career,NA,,NBA,,14,NA,113,9.5,22.2,0.429,4.4,9.1,0.478,7.1,9.1,16.3,2,0.8,0.8,2.8,9.5,23.4,NA,98,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DET,NBA,,11,NA,91,9.3,22.1,0.422,5.4,11.3,0.478,6.4,10.3,16.7,2,1,1,2.5,7.9,24.1,NA,98,103
1 season,NA,MIL,NBA,,3,NA,22,10.2,22.5,0.455,0,0,NA,10.2,4.1,14.3,2,0,0,4.1,16.4,20.5,NA,96,109
