,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,19,CHA,NBA,C,63,1455,.464,4.7,1.000,.500,.356,.115,.029,.000,.464,.619,.354,.219,.125,,.698,.162,40,,,,0,0
2012-13,20,CHA,NBA,C,80,2186,.451,4.0,1.000,.578,.318,.075,.029,.000,.451,.580,.273,.269,.300,,.667,.197,57,,,,0,0
2013-14,21,CHA,NBA,C,77,1072,.611,3.4,1.000,.660,.243,.083,.014,.000,.611,.737,.371,.417,.000,,.716,.257,37,,,,0,0
2014-15,22,CHO,NBA,C,64,1243,.543,2.4,1.000,.737,.231,.022,.011,.000,.543,.657,.233,.250,.000,,.564,.242,43,,,,0,0
2015-16,23,TOR,NBA,C,82,1808,.542,3.5,.997,.656,.205,.101,.035,.003,.544,.640,.322,.448,.300,.000,.737,.299,78,,.000,,0,0
2016-17,24,ORL,NBA,C,81,1793,.528,4.0,1.000,.581,.319,.077,.029,.000,.528,.680,.324,.346,.100,,.816,.230,69,,,,0,0
2017-18,25,ORL,NBA,C,82,1495,.520,4.2,.997,.534,.310,.122,.031,.003,.521,.713,.303,.302,.273,.000,.803,.247,81,,.000,,0,0
2018-19,26,CHO,NBA,C,54,783,.571,4.2,1.000,.647,.224,.083,.045,.000,.571,.673,.400,.385,.286,,.764,.231,32,,,,0,0
2019-20,27,CHO,NBA,C,53,1029,.543,3.6,1.000,.604,.320,.065,.011,.000,.543,.702,.315,.278,.000,,.834,.212,56,,,,0,0
Career,,,NBA,,636,12864,.520,3.9,.999,.597,.290,.086,.027,.001,.521,.663,.316,.320,.206,.000,.744,.229,493,,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,"CHA,CHO",NBA,,391,7768,.514,3.8,1.000,.605,.296,.076,.023,.000,.514,.652,.316,.286,.188,,.711,.209,265,,,,0,0
2 seasons,,ORL,NBA,,163,3288,.524,4.1,.999,.557,.314,.100,.030,.001,.525,.696,.313,.319,.190,.000,.809,.239,150,,.000,,0,0
1 season,,TOR,NBA,,82,1808,.542,3.5,.997,.656,.205,.101,.035,.003,.544,.640,.322,.448,.300,.000,.737,.299,78,,.000,,0,0
