,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,24,ATL,NBA,,5,7,,,,,3,4,,,6,2,,,,4,10
1972-73,27,NYA,ABA,,1,,0,,,,2,2,,,,,,,,,4
Career,,,TOT,,5,,,,,,3,4,,,,,,,,,10
,,,NBA,,5,7,,,,,3,4,,,6,2,,,,4,10
,,,ABA,,1,,0,,,,2,2,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,
1 Season,,ATL,NBA,,5,7,,,,,3,4,,,6,2,,,,4,10
1 Season,,NYA,ABA,,1,,0,,,,2,2,,,,,,,,,4
