,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,26,CLR,BAA,,11,,9,,,,,26
1947-48,27,TOT,BAA,,10,,6,,,,,22
1947-48,27,CHS,BAA,,0,3,0,0,,0,1,0
1947-48,27,PHW,BAA,,2,,0,0,,0,,4
1947-48,27,PRO,BAA,,10,,6,,,,,22
1948-49,28,PRO,BAA,,12,,16,17,,,,37
1949-50,29,DNN,NBA,,13,,11,14,,,,33
1950-51,30,TOT,NBA,,9,,9,11,,,,22
1950-51,30,BOS,NBA,,2,,5,5,,,,9
1950-51,30,BLB,NBA,,9,,9,11,,,,22
Career,,,TOT,,13,,16,,,,,37
,,,NBA,,13,,11,14,,,,33
,,,BAA,,12,,16,,,,,37
,,,,,,,,,,,,
2 Seasons,,PRO,BAA,,12,,16,,,,,37
1 Season,,CLR,BAA,,11,,9,,,,,26
1 Season,,DNN,NBA,,13,,11,14,,,,33
1 Season,,BLB,NBA,,9,,9,11,,,,22
1 Season,,BOS,NBA,,2,,5,5,,,,9
1 Season,,PHW,BAA,,2,,0,0,,0,,4
1 Season,,CHS,BAA,,0,3,0,0,,0,1,0
