Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,23,DNR,ABA,SG,5,NA,29.8,2.6,10,0.26,0.2,0.8,0.25,2.4,9.2,0.261,0.27,1.8,2.8,0.643,NA,NA,2.6,2,NA,3.4,1.8,7.2
1968-69,24,DNR,ABA,SG,7,NA,32,4.4,12.3,0.36,0.3,1.1,0.25,4.1,11.1,0.372,0.372,2.9,4,0.714,NA,NA,5.3,2,NA,1,3.4,12
1969-70,25,DNR,ABA,SG,11,NA,30.4,2.9,9.9,0.294,0.2,0.7,0.25,2.7,9.2,0.297,0.303,1.6,2.1,0.783,NA,NA,2.9,4,NA,1,3,7.6
1970-71,26,FLO,ABA,SG,6,NA,17.5,2.5,7.5,0.333,0.2,1.7,0.1,2.3,5.8,0.4,0.344,1,1.2,0.857,0.3,1.2,1.5,0.5,NA,0.5,2.5,6.2
1971-72,27,FLO,ABA,PG,4,NA,23.3,4.8,11.3,0.422,0,1,0,4.8,10.3,0.463,0.422,1,1,1,NA,NA,2.3,1.8,NA,0.5,1.8,10.5
Career,NA,,ABA,,33,NA,27.4,3.3,10.2,0.328,0.2,1,0.176,3.2,9.1,0.346,0.337,1.7,2.3,0.75,0.3,1.2,3,2.4,NA,1.2,2.7,8.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DNR,ABA,,23,NA,30.7,3.3,10.7,0.31,0.2,0.9,0.25,3.1,9.8,0.316,0.32,2,2.8,0.723,NA,NA,3.6,3,NA,1.5,2.9,8.9
2 seasons,NA,FLO,ABA,,10,NA,19.8,3.4,9,0.378,0.1,1.4,0.071,3.3,7.6,0.434,0.383,1,1.1,0.909,0.3,1.2,1.8,1,NA,0.5,2.2,7.9
