Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,23,DNR,ABA,SG,5,NA,149,3.1,12.1,0.26,0.2,1,0.25,2.9,11.1,0.261,2.2,3.4,0.643,NA,NA,3.1,2.4,NA,4.1,2.2,8.7
1968-69,24,DNR,ABA,SG,7,NA,224,5,13.8,0.36,0.3,1.3,0.25,4.7,12.5,0.372,3.2,4.5,0.714,NA,NA,5.9,2.3,NA,1.1,3.9,13.5
1969-70,25,DNR,ABA,SG,11,NA,334,3.4,11.7,0.294,0.2,0.9,0.25,3.2,10.9,0.297,1.9,2.5,0.783,NA,NA,3.4,4.7,NA,1.2,3.6,9.1
1970-71,26,FLO,ABA,SG,6,NA,105,5.1,15.4,0.333,0.3,3.4,0.1,4.8,12,0.4,2.1,2.4,0.857,0.7,2.4,3.1,1,NA,1,5.1,12.7
1971-72,27,FLO,ABA,PG,4,NA,93,7.4,17.4,0.422,0,1.5,0,7.4,15.9,0.463,1.5,1.5,1,NA,NA,3.5,2.7,NA,0.8,2.7,16.3
Career,NA,,ABA,,33,NA,905,4.4,13.3,0.328,0.2,1.4,0.176,4.1,12,0.346,2.3,3,0.75,0.7,2.4,4,3.1,NA,1.6,3.5,11.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DNR,ABA,,23,NA,707,3.9,12.5,0.31,0.3,1,0.25,3.6,11.5,0.316,2.4,3.3,0.723,NA,NA,4.2,3.5,NA,1.8,3.4,10.4
2 seasons,NA,FLO,ABA,,10,NA,198,6.2,16.4,0.378,0.2,2.5,0.071,6,13.8,0.434,1.8,2,0.909,0.7,2.4,3.3,1.8,NA,0.9,4,14.4
