Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,23,KEN,ABA,SF,12,270,13.3,0.526,0.055,0.484,NA,NA,11.1,8.5,NA,12.7,17.8,NA,0.3,0.2,0.5,0.089
1971-72,25,FLO,ABA,SF,3,14,11.3,0.6,0.4,0,NA,NA,3.3,34.9,NA,28.6,19,NA,0,0,0,0.158
Career,NA,,ABA,,15,284,13.2,0.529,0.073,0.458,NA,NA,10.7,9.8,NA,13.5,17.9,NA,0.3,0.2,0.5,0.093
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,12,270,13.3,0.526,0.055,0.484,NA,NA,11.1,8.5,NA,12.7,17.8,NA,0.3,0.2,0.5,0.089
1 season,NA,FLO,ABA,,3,14,11.3,0.6,0.4,0,NA,NA,3.3,34.9,NA,28.6,19,NA,0,0,0,0.158
