,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,23,TOT,ABA,,9,,1,,,,9,13,,,,,,,,23
1969-70,23,WSA,ABA,,1,,0,,,,3,4,,,,,,,,5
1969-70,23,KEN,ABA,,9,,1,,,,9,13,,,,,,,,23
1971-72,25,FLO,ABA,,7,,1,,,,7,7,,,,,,,,18
Career,,,,,9,,1,,,,9,13,,,,,,,,23
1 Season,,KEN,ABA,,9,,1,,,,9,13,,,,,,,,23
1 Season,,FLO,ABA,,7,,1,,,,7,7,,,,,,,,18
1 Season,,WSA,ABA,,1,,0,,,,3,4,,,,,,,,5
