Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,23,TOT,ABA,SF,82,NA,1446,175,407,0.43,1,8,0.125,174,399,0.436,0.431,162,218,0.743,147,178,325,76,NA,98,192,513
1969-70,23,WSA,ABA,SF,5,NA,27,2,7,0.286,0,0,NA,2,7,0.286,0.286,3,4,0.75,1,3,4,0,NA,3,3,7
1969-70,23,KEN,ABA,SF,77,NA,1419,173,400,0.433,1,8,0.125,172,392,0.439,0.434,159,214,0.743,146,175,321,76,NA,95,189,506
1971-72,25,FLO,ABA,SF,51,NA,418,70,174,0.402,5,22,0.227,65,152,0.428,0.417,46,62,0.742,30,30,60,38,NA,26,79,191
Career,NA,,ABA,,133,NA,1864,245,581,0.422,6,30,0.2,239,551,0.434,0.427,208,280,0.743,177,208,385,114,NA,124,271,704
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,77,NA,1419,173,400,0.433,1,8,0.125,172,392,0.439,0.434,159,214,0.743,146,175,321,76,NA,95,189,506
1 season,NA,FLO,ABA,,51,NA,418,70,174,0.402,5,22,0.227,65,152,0.428,0.417,46,62,0.742,30,30,60,38,NA,26,79,191
1 season,NA,WSA,ABA,,5,NA,27,2,7,0.286,0,0,NA,2,7,0.286,0.286,3,4,0.75,1,3,4,0,NA,3,3,7
