Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,23,TOT,ABA,SF,82,1446,11.4,0.51,0.02,0.536,NA,NA,9.8,6.9,NA,16.3,15.1,NA,1.2,1.7,2.9,0.096
1969-70,23,WSA,ABA,SF,5,27,-0.1,0.4,0,0.571,NA,NA,6.5,0,NA,25.5,15.5,NA,0,0,0,-0.044
1969-70,23,KEN,ABA,SF,77,1419,11.6,0.512,0.02,0.535,NA,NA,9.9,7,NA,16.1,15.1,NA,1.2,1.7,2.9,0.099
1971-72,25,FLO,ABA,SF,51,418,10.6,0.474,0.126,0.356,6.8,7.1,7,12.9,NA,11.4,21,NA,0,0.3,0.2,0.026
Career,NA,,ABA,,133,1864,11.2,0.5,0.052,0.482,6.8,7.1,9.2,8.3,NA,15,16.4,NA,1.1,2,3.1,0.08
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,77,1419,11.6,0.512,0.02,0.535,NA,NA,9.9,7,NA,16.1,15.1,NA,1.2,1.7,2.9,0.099
1 season,NA,FLO,ABA,,51,418,10.6,0.474,0.126,0.356,6.8,7.1,7,12.9,NA,11.4,21,NA,0,0.3,0.2,0.026
1 season,NA,WSA,ABA,,5,27,-0.1,0.4,0,0.571,NA,NA,6.5,0,NA,25.5,15.5,NA,0,0,0,-0.044
