Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,23,KEN,ABA,SF,12,NA,22.5,3.4,7.6,0.451,0.2,0.4,0.4,3.3,7.2,0.453,0.462,2.7,3.7,0.727,NA,NA,5.3,1.3,NA,1.3,2.7,9.7
1971-72,25,FLO,ABA,SF,3,NA,4.7,1,1.7,0.6,0,0.7,0,1,1,1,0.6,0,0,NA,NA,NA,0.3,1,NA,0.7,1,2
Career,NA,,ABA,,15,NA,18.9,2.9,6.4,0.458,0.1,0.5,0.286,2.8,5.9,0.472,0.469,2.1,2.9,0.727,NA,NA,4.3,1.3,NA,1.2,2.3,8.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,12,NA,22.5,3.4,7.6,0.451,0.2,0.4,0.4,3.3,7.2,0.453,0.462,2.7,3.7,0.727,NA,NA,5.3,1.3,NA,1.3,2.7,9.7
1 season,NA,FLO,ABA,,3,NA,4.7,1,1.7,0.6,0,0.7,0,1,1,1,0.6,0,0,NA,NA,NA,0.3,1,NA,0.7,1,2
