Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,23,KEN,ABA,SF,12,NA,270,5.5,12.1,0.451,0.3,0.7,0.4,5.2,11.5,0.453,4.3,5.9,0.727,NA,NA,8.5,2.1,NA,2.1,4.3,15.5
1971-72,25,FLO,ABA,SF,3,NA,14,7.7,12.9,0.6,0,5.1,0,7.7,7.7,1,0,0,NA,NA,NA,2.6,7.7,NA,5.1,7.7,15.4
Career,NA,,ABA,,15,NA,284,5.6,12.2,0.458,0.3,0.9,0.286,5.3,11.3,0.472,4.1,5.6,0.727,NA,NA,8.2,2.4,NA,2.3,4.4,15.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,12,NA,270,5.5,12.1,0.451,0.3,0.7,0.4,5.2,11.5,0.453,4.3,5.9,0.727,NA,NA,8.5,2.1,NA,2.1,4.3,15.5
1 season,NA,FLO,ABA,,3,NA,14,7.7,12.9,0.6,0,5.1,0,7.7,7.7,1,0,0,NA,NA,NA,2.6,7.7,NA,5.1,7.7,15.4
