Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26,PIT,BAA,NA,28,NA,NA,14,54,0.259,13,19,0.684,NA,1,36,41
Career,NA,,BAA,NA,28,NA,NA,14,54,0.259,13,19,0.684,NA,1,36,41
