,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1975-76,24,PHI,NBA,,4,6,,,,,1,2,,,12,2,,,,5,8,
1976-77,25,PHI,NBA,,1,,,,,,0,3,,,3,1,,,,2,2,
1977-78,26,PHI,NBA,,2,3,,,,,2,3,,,3,0,1,2,0,2,5,
1978-79,27,TOT,NBA,,1,4,,,,,0,3,4,3,4,1,0,1,2,4,2,-0.3
1978-79,27,NJN,NBA,,1,4,,,,,0,3,4,3,4,1,0,1,2,4,2,-0.3
1979-80,28,MIL,NBA,,1,2,0,0,1,2,1,2,3,4,5,1,0,4,1,4,3,4.7
1980-81,29,MIL,NBA,,1,5,0,0,1,5,2,2,,,6,3,0,5,3,4,4,
1981-82,30,MIL,NBA,,1,1,0,0,1,1,0,0,,,3,0,0,1,2,4,2,
1982-83,31,MIL,NBA,,4,6,0,0,4,6,2,2,,,7,2,1,5,2,5,10,
1983-84,32,MIL,NBA,,1,1,0,0,1,1,1,2,2,2,2,1,0,0,2,3,3,0.9
Career,,,,,4,,,,,,2,3,,,12,3,,,,5,10,
5 Seasons,,MIL,NBA,,4,6,0,0,4,6,2,2,,,7,3,1,5,3,5,10,
3 Seasons,,PHI,NBA,,4,,,,,,2,3,,,12,2,,,,5,8,
1 Season,,NJN,NBA,,1,4,,,,,0,3,4,3,4,1,0,1,2,4,2,-0.3
