Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,24,PHI,NBA,C,3,NA,87,3.3,5.4,0.615,NA,NA,NA,3.3,5.4,0.615,0.4,1.2,0.333,5,6.6,11.6,2.5,0,3.7,NA,4.6,7
1976-77,25,PHI,NBA,C,8,NA,54,1.3,3.3,0.4,NA,NA,NA,1.3,3.3,0.4,0,2,0,3.3,4.7,8,0.7,0,2.7,NA,6,2.7
1977-78,26,PHI,NBA,C,7,NA,26,4.2,11.1,0.375,NA,NA,NA,4.2,11.1,0.375,4.2,5.5,0.75,4.2,8.3,12.5,0,1.4,4.2,0,5.5,12.5
1978-79,27,NJN,NBA,C,2,NA,26,1.4,8.3,0.167,NA,NA,NA,1.4,8.3,0.167,0,4.2,0,6.9,4.2,11.1,1.4,0,1.4,2.8,5.5,2.8
1979-80,28,MIL,NBA,C,6,NA,64,1.1,3.4,0.333,0,0,NA,1.1,3.4,0.333,1.1,2.3,0.5,2.8,9,11.8,1.1,0,4.5,1.1,7.3,3.4
1980-81,29,MIL,NBA,PF,7,NA,109,1,5.3,0.188,0,0,NA,1,5.3,0.188,0.7,0.7,1,3.3,5.3,8.6,2.6,0,3.6,2.3,7.9,2.6
1981-82,30,MIL,NBA,PF,6,NA,26,2.8,4.2,0.667,0,0,NA,2.8,4.2,0.667,0,0,NA,4.2,5.5,9.7,0,0,4.2,4.2,12.5,5.5
1982-83,31,MIL,NBA,C,9,NA,139,2.3,4.9,0.474,0,0,NA,2.3,4.9,0.474,0.8,0.8,1,3.9,6,9.8,1,0.5,2.6,0.5,4.7,5.4
1983-84,32,MIL,NBA,PF,5,NA,25,1.4,2.9,0.5,0,0,NA,1.4,2.9,0.5,1.4,2.9,0.5,2.9,4.3,7.2,1.4,0,0,2.9,10.1,4.3
Career,NA,,NBA,,53,NA,556,2,5.1,0.397,0,0,NA,2,5.1,0.397,0.8,1.6,0.5,3.9,6.1,10,1.5,0.2,3.2,1.6,6.4,4.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,MIL,NBA,,33,NA,363,1.7,4.6,0.37,0,0,NA,1.7,4.6,0.37,0.8,1.1,0.727,3.5,6.1,9.6,1.5,0.2,3.2,1.6,7,4.2
3 seasons,NA,PHI,NBA,,18,NA,167,2.8,5.6,0.5,NA,NA,NA,2.8,5.6,0.5,0.9,2.2,0.4,4.3,6.3,10.6,1.5,0.2,3.4,0,5.2,6.5
1 season,NA,NJN,NBA,,2,NA,26,1.4,8.3,0.167,NA,NA,NA,1.4,8.3,0.167,0,4.2,0,6.9,4.2,11.1,1.4,0,1.4,2.8,5.5,2.8
