,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,25,DEN,NBA,PF,5,34,,,,100%,,+37.4,+49.0,1,1,3,0,0,0,5,0,1
2008-09,30,DEN,NBA,C,15,328,,,,42%,58%,+12.5,+5.2,3,1,25,3,12,4,22,2,3
2009-10,31,DEN,NBA,PF,6,116,,,,53%,47%,-1.8,0.0,0,2,11,1,6,0,3,0,1
2010-11,32,DEN,NBA,C,5,73,,,,3%,97%,-0.9,+6.6,1,0,7,1,3,2,7,0,1
2012-13,34,MIA,NBA,C,20,303,,,,16%,84%,+20.8,+18.3,3,3,24,4,21,1,8,7,2
2013-14,35,MIA,NBA,C,18,317,,,,35%,65%,+6.9,+6.5,0,3,17,3,15,2,12,0,8
2015-16,37,MEM,NBA,C,4,79,,,,,100%,-21.2,+5.6,0,4,3,1,3,0,8,0,0
Career,,,NBA,,73,1250,,,,32%,68%,+9.5,+9.5,8,14,90,13,60,9,65,9,16
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIA,NBA,,38,620,,,,26%,74%,+13.7,+12.3,3,6,41,7,36,3,20,7,10
4 seasons,,DEN,NBA,,31,551,,,,43%,57%,+9.3,+7.0,5,4,46,5,21,6,37,2,6
1 season,,MEM,NBA,,4,79,,,,,100%,-21.2,+5.6,0,4,3,1,3,0,8,0,0
