Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1973-74,22,ATL,NBA,SF,77,1715,12.8,0.493,NA,0.343,10.2,15.8,12.9,8.9,0.7,0.5,NA,NA,NA,1.2,1.1,2.3,0.063,NA,-1.5,-1.7,-3.2,-0.5
1974-75,23,ATL,NBA,SF,73,1986,13.9,0.513,NA,0.365,8.4,13.3,10.7,9.5,1.2,0.4,NA,NA,NA,3,1.2,4.2,0.101,NA,0.2,-0.7,-0.6,0.7
1975-76,24,ATL,NBA,PF,75,1758,12.6,0.512,NA,0.43,8.3,15.5,11.8,10.1,1.2,0.5,NA,NA,NA,1.7,1,2.6,0.072,NA,-1.1,-0.8,-1.9,0
1976-77,25,ATL,NBA,SF,77,1405,10.5,0.53,NA,0.429,5.6,12.4,8.9,10.2,1.5,0.3,NA,NA,NA,0.8,0.9,1.7,0.058,NA,-2.3,0,-2.3,-0.1
1977-78,26,ATL,NBA,SF,75,1594,11.4,0.557,NA,0.494,9.1,11.7,10.3,9.1,1.6,0.3,19,15.4,NA,2.1,1.5,3.7,0.11,NA,-1.4,-0.3,-1.7,0.1
1978-79,27,CHI,NBA,SF,77,1265,9.4,0.539,NA,0.309,7.2,13.3,10.3,10.8,0.7,0.4,19.8,14.2,NA,0.9,0.8,1.7,0.064,NA,-2.3,-0.4,-2.7,-0.2
1979-80,28,TOT,NBA,SF,32,385,5.1,0.444,0,0.457,7.4,12.7,10,6.3,0.4,0.6,18.7,16.5,NA,-0.3,0.4,0.1,0.012,NA,-5,-0.9,-5.9,-0.5
1979-80,28,UTA,NBA,SF,4,24,-0.5,0.228,0,0.571,25.4,18.8,21.9,19.5,0,0,36.3,24.6,NA,-0.1,0,-0.1,-0.273,NA,-5,-0.8,-5.7,-0.1
1979-80,28,ATL,NBA,SF,28,361,5.4,0.46,0,0.449,6.2,12.3,9.2,5.4,0.4,0.7,17,16,NA,-0.1,0.4,0.2,0.031,NA,-5,-0.9,-5.9,-0.4
Career,NA,,NBA,,486,10108,11.7,0.517,0,0.393,8.2,13.7,10.9,9.6,1.1,0.4,19.3,15.1,NA,9.4,6.9,16.2,0.077,NA,-1.4,-0.7,-2.1,-0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,ATL,NBA,,405,8819,12.1,0.515,0,0.403,8.3,13.8,10.9,9.4,1.2,0.4,18.7,15.5,NA,8.6,6,14.7,0.08,NA,-1.3,-0.7,-2,-0.1
1 season,NA,CHI,NBA,,77,1265,9.4,0.539,NA,0.309,7.2,13.3,10.3,10.8,0.7,0.4,19.8,14.2,NA,0.9,0.8,1.7,0.064,NA,-2.3,-0.4,-2.7,-0.2
1 season,NA,UTA,NBA,,4,24,-0.5,0.228,0,0.571,25.4,18.8,21.9,19.5,0,0,36.3,24.6,NA,-0.1,0,-0.1,-0.273,NA,-5,-0.8,-5.7,-0.1
