,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1979-80,23,PHI,NBA,,1,1,0,1,1,1,0,0,0,0,0,0,,0,,0,2,
1980-81,24,PHI,NBA,,4,6,0,0,4,6,2,6,,,4,3,,1,,4,8,
1981-82,25,PHI,NBA,,5,10,0,0,5,10,3,4,,,10,5,,1,,5,11,
1982-83,26,PHI,NBA,,7,12,0,0,7,12,6,6,3,5,7,4,4,1,3,5,15,14.5
1983-84,27,PHI,NBA,,4,7,0,0,4,7,7,8,2,4,5,5,2,1,1,5,13,16.5
1984-85,28,PHI,NBA,,11,12,0,0,11,12,2,2,3,4,5,4,2,1,4,4,22,19.6
1986-87,30,IND,NBA,,4,4,0,1,4,4,2,4,1,5,6,2,0,0,2,4,8,5.6
Career,,,,,11,12,0,1,11,12,7,8,,,10,5,,1,,5,22,
6 Seasons,,PHI,NBA,,11,12,0,1,11,12,7,8,,,10,5,,1,,5,22,
1 Season,,IND,NBA,,4,4,0,1,4,4,2,4,1,5,6,2,0,0,2,4,8,5.6
