Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,23,MMF,ABA,PF,12,NA,251,4.2,9.3,0.446,0,0,NA,4.2,9.3,0.446,2.7,4.3,0.633,NA,NA,8.2,1.1,2,5,11
Career,NA,,ABA,,12,NA,251,4.2,9.3,0.446,0,0,NA,4.2,9.3,0.446,2.7,4.3,0.633,NA,NA,8.2,1.1,2,5,11
