,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2004-05,18,VANDY,34,,56,112,5,18,18,42,,129,25,20,2,,,135,.500,.278,.429,,4.0,3.8,0.7
2005-06,19,VANDY,30,,135,264,3,17,52,86,,191,61,37,11,,,325,.511,.176,.605,,10.8,6.4,2.0
2007-08,21,MISSOURI,32,,162,302,3,17,90,147,,213,42,36,21,48,,417,.536,.176,.612,,13.0,6.7,1.3
2008-09,22,MISSOURI,38,,246,441,16,44,121,191,,273,82,59,25,56,,629,.558,.364,.634,,16.6,7.2,2.2
Career,,,134,,599,1119,27,96,281,466,,806,210,152,59,104,,1506,.535,.281,.603,,11.2,6.0,1.6
