,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,22,ATL,NBA,SG,57,929,.420,9.8,.863,.387,.173,.146,.158,.137,.455,.592,.293,.388,.358,.196,.508,.042,11,.556,.152,.286,1,0
2001-02,23,ATL,NBA,SG,55,1156,.421,10.8,.800,.390,.092,.151,.167,.200,.444,.556,.262,.348,.368,.330,.444,.042,18,.967,.165,.400,1,0
2002-03,24,ATL,NBA,SG,76,1890,.427,12.2,.756,.369,.059,.108,.221,.244,.451,.515,.263,.357,.441,.354,.502,.029,19,.857,.253,.450,1,0
2003-04,25,TOT,NBA,SG,69,1643,.390,11.4,.798,.363,.081,.149,.204,.202,.404,.547,.208,.273,.325,.336,.526,.036,20,.925,.311,.541,0,0
2003-04,25,ATL,NBA,SG,55,1465,.391,11.2,.800,.370,.080,.153,.197,.200,.403,.546,.167,.263,.340,.343,.533,.036,18,.917,.305,.563,0,0
2003-04,25,TOR,NBA,SG,14,178,.385,12.6,.785,.308,.092,.123,.262,.215,.412,.550,.500,.375,.235,.286,.476,.031,2,1.000,.357,.400,0,0
2004-05,26,SAS,NBA,SG,7,68,.364,10.8,.636,.409,.182,.045,.000,.364,.500,.444,.750,.000,,.125,.571,.091,2,1.000,.625,.200,0,0
Career,,,NBA,,264,5686,.413,11.2,.794,.375,.093,.135,.191,.206,.437,.545,.268,.332,.380,.322,.497,.037,70,.882,.246,.452,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ATL,NBA,,243,5440,.415,11.2,.796,.377,.092,.136,.191,.204,.437,.547,.250,.332,.387,.328,.497,.036,66,.878,.235,.468,3,0
1 season,,TOR,NBA,,14,178,.385,12.6,.785,.308,.092,.123,.262,.215,.412,.550,.500,.375,.235,.286,.476,.031,2,1.000,.357,.400,0,0
1 season,,SAS,NBA,,7,68,.364,10.8,.636,.409,.182,.045,.000,.364,.500,.444,.750,.000,,.125,.571,.091,2,1.000,.625,.200,0,0
