,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,22,ATL,NBA,SG,57,929,,58%,42%,,,-2.8,+4.0,19,18,48,5,35,0,149,6,29
2001-02,23,ATL,NBA,SG,55,1156,1%,62%,37%,,,-10.8,-8.5,33,21,38,16,45,0,185,8,41
2002-03,24,ATL,NBA,SG,76,1890,,93%,7%,,,+0.3,+7.7,55,22,59,18,69,0,318,19,48
2003-04,25,TOT,NBA,SG,69,1643,1%,89%,10%,,,-4.6,-0.7,42,37,38,17,75,0,289,16,57
2003-04,25,ATL,NBA,SG,55,1465,1%,89%,11%,,,-4.3,+0.7,33,32,37,15,68,0,255,16,49
2003-04,25,TOR,NBA,SG,14,178,2%,93%,5%,,,-7.4,-4.2,9,5,1,2,7,0,34,0,8
2004-05,26,SAS,NBA,SG,7,68,,8%,68%,24%,,+1.5,-7.6,1,1,2,0,4,0,10,2,4
Career,,,NBA,,264,5686,1%,79%,20%,,,-3.9,+1.2,150,99,185,56,228,0,951,51,179
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ATL,NBA,,243,5440,1%,79%,20%,,,-3.8,+1.8,140,93,182,54,217,0,907,49,167
1 season,,TOR,NBA,,14,178,2%,93%,5%,,,-7.4,-4.2,9,5,1,2,7,0,34,0,8
1 season,,SAS,NBA,,7,68,,8%,68%,24%,,+1.5,-7.6,1,1,2,0,4,0,10,2,4
