,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,19,MIL,NBA,C,57,562,,,,,100%,-0.8,-1.0,10,2,49,3,25,3,49,7,12
2017-18,20,MIL,NBA,C,74,1238,,,,2%,98%,-5.8,-8.3,23,11,94,6,40,4,104,6,20
2018-19,21,TOT,NBA,C-PF,64,972,,,,47%,53%,+1.1,-3.5,15,7,62,7,36,4,107,3,13
2018-19,21,MIL,NBA,C,35,409,,,,12%,88%,+6.0,-2.9,5,1,36,2,16,3,44,3,5
2018-19,21,DET,NBA,PF,29,563,,,,73%,27%,-2.7,-2.7,10,6,26,5,20,1,63,0,8
2019-20,22,DET,NBA,C,60,776,,,,11%,89%,-9.3,-6.8,22,10,64,8,47,3,107,10,13
Career,,,NBA,,255,3548,,,,16%,84%,-3.9,-5.5,70,30,269,24,148,14,367,26,58
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIL,NBA,,166,2209,,,,3%,97%,-2.4,-5.5,38,14,179,11,81,10,197,16,37
2 seasons,,DET,NBA,,89,1339,,,,37%,63%,-6.5,-5.1,32,16,90,13,67,4,170,10,21
