,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,24,NYK,NBA,,10,,6,7,,,,,,,,23
1968-69,25,NYK,NBA,,12,,8,12,,,,,,,,28
1969-70,26,NYK,NBA,,15,,8,9,,,,,,,,35
1970-71,27,NYK,NBA,,12,,6,8,,,,,,,,27
1971-72,28,NYK,NBA,,15,,9,9,,,,,,,,33
1972-73,29,NYK,NBA,,15,,8,9,,,,,,,,38
1973-74,30,NYK,NBA,,12,,8,8,,,,,,,,31
1974-75,31,NYK,NBA,,16,,9,9,,,,,,,,32
1975-76,32,NYK,NBA,,12,,7,9,,,,,,,,25
1976-77,33,NYK,NBA,,9,,4,7,,,,,,,,20
Career,,,,,16,,9,12,,,,,,,,38
