,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,21,CLE,NBA,SG,61,1756,1%,92%,7%,,,-5.0,+0.6,50,42,51,14,87,2,411,12,70
2013-14,22,CLE,NBA,SG,70,2072,,64%,36%,,,-1.9,+3.3,71,45,52,11,100,6,490,24,66
2014-15,23,TOT,NBA,SG,80,2208,5%,81%,15%,,,+1.1,-3.1,54,31,64,7,74,8,388,17,52
2014-15,23,CLE,NBA,SG,33,786,12%,78%,11%,,,-3.6,-10.3,21,15,27,3,26,3,176,6,22
2014-15,23,OKC,NBA,SG,47,1422,1%,83%,17%,,,+3.6,+2.4,33,16,37,4,48,5,212,11,30
2015-16,24,OKC,NBA,SG,78,2152,1%,88%,12%,,,+4.2,-6.6,53,40,50,7,70,13,374,14,34
2016-17,25,MIA,NBA,SG,46,1384,2%,31%,66%,1%,,+2.7,+2.4,54,24,35,11,51,8,501,14,41
2017-18,26,MIA,NBA,SG,30,918,,68%,32%,,,-5.0,-7.8,36,19,31,8,26,3,284,1,19
2018-19,27,MIA,NBA,SG,44,1138,58%,40%,2%,,,-2.4,-3.2,38,15,26,7,21,1,302,6,22
2019-20,28,MIA,NBA,SG,3,42,43%,57%,,,,+16.8,+13.8,0,1,2,2,1,0,7,1,4
Career,,,NBA,,412,11670,7%,70%,23%,,,-0.3,-1.7,356,217,311,67,430,41,2757,89,308
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,CLE,NBA,,164,4614,3%,77%,20%,,,-3.3,-0.1,142,102,130,28,213,11,1077,42,158
2 seasons,,OKC,NBA,,125,3574,1%,86%,14%,,,+4.0,-3.0,86,56,87,11,118,18,586,25,64
4 seasons,,MIA,NBA,,123,3482,20%,44%,35%,,,-0.8,-2.0,128,59,94,28,99,12,1094,22,86
