,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2012-13,21,CLE,NBA,38:56,12,22,7,11,10,18,10,14,2,6,6,7,4,2,6,5,33,28.1
2013-14,22,CLE,NBA,44:00,13,25,4,8,12,22,7,12,3,7,8,11,5,3,6,5,30,20.5
2014-15,23,TOT,NBA,40:52,12,23,5,9,10,17,7,8,3,9,10,8,4,2,4,5,33,24.9
2014-15,23,CLE,NBA,37:35,11,21,3,6,10,17,7,8,3,5,6,8,4,2,4,4,26,21.5
2014-15,23,OKC,NBA,40:52,12,23,5,9,9,16,5,6,3,9,10,5,4,2,4,5,33,24.9
2015-16,24,OKC,NBA,42:31,10,22,4,7,9,15,7,7,3,7,7,6,4,1,7,5,25,21.1
2016-17,25,MIA,NBA,42:22,13,26,6,10,10,20,5,8,2,9,10,10,3,3,6,5,33,26.5
2017-18,26,MIA,NBA,39:38,14,28,4,11,13,20,4,6,2,6,7,8,3,1,6,6,33,20.5
2018-19,27,MIA,NBA,42:18,11,23,6,16,6,9,3,4,1,8,8,7,3,2,5,5,28,21.3
2019-20,28,MIA,NBA,18:28,5,12,4,9,1,5,0,1,0,5,5,2,0,2,2,3,14,7.3
Career,,,,44:00,14,28,7,16,13,22,10,14,3,9,10,11,5,3,7,6,33,28.1
3 Seasons,,CLE,NBA,44:00,13,25,7,11,12,22,10,14,3,7,8,11,5,3,6,5,33,28.1
2 Seasons,,OKC,NBA,42:31,12,23,5,9,9,16,7,7,3,9,10,6,4,2,7,5,33,24.9
4 Seasons,,MIA,NBA,42:22,14,28,6,16,13,20,5,8,2,9,10,10,3,3,6,6,33,26.5
