Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1979-80,23,DET,NBA,PF,64,NA,1189,7.9,17,0.466,0,0.1,0,7.9,16.9,0.468,6.2,8.3,0.75,4.3,7.8,12.1,2.6,1.8,0.4,4.5,7.6,22,NA,101,108
1980-81,24,DET,NBA,PF,80,NA,2289,9,18.2,0.492,0,0.1,0.333,9,18.2,0.493,6.1,8.8,0.69,4.9,7.3,12.1,3.1,1.7,0.4,4.7,6.6,24.1,NA,103,104
1981-82,25,TOT,NBA,SF,83,40,1839,8.3,17,0.49,0,0.1,0,8.3,16.9,0.493,4.9,7.1,0.682,4.8,7.3,12.1,2.3,1.7,0.5,4.1,7.5,21.5,NA,103,108
1981-82,25,DET,NBA,SF,52,38,1104,8.6,17.1,0.505,0,0.1,0,8.6,17,0.509,4.4,6.8,0.65,4.2,7.1,11.3,2.8,1.6,0.7,4.1,7.3,21.7,NA,103,106
1981-82,25,CLE,NBA,SF,31,2,735,7.8,16.8,0.467,0,0.1,0,7.8,16.7,0.469,5.6,7.7,0.726,5.7,7.6,13.2,1.6,1.8,0.2,4.1,7.6,21.2,NA,102,110
1982-83,26,CLE,NBA,SF,82,38,1953,7.3,15,0.482,0,0.1,0,7.3,15,0.484,5.1,7.5,0.689,5.6,6.3,11.9,2.2,2.2,0.2,4,6.8,19.6,NA,103,106
1983-84,27,CLE,NBA,SF,80,6,1799,8.8,17.2,0.511,0,0,0,8.8,17.2,0.512,6.1,8.2,0.739,4.7,5.7,10.4,2.4,1.9,0.2,3.2,6.7,23.7,NA,113,109
1984-85,28,CLE,NBA,SF,76,55,2249,8.7,17.2,0.505,0,0.1,0,8.7,17.1,0.507,7.8,10.3,0.751,4.5,5.5,10,2.4,1.7,0.2,3.7,5.4,25.2,NA,112,109
1985-86,29,CLE,NBA,SF,23,21,640,6.9,14.6,0.47,0,0.1,0,6.9,14.5,0.472,5.6,8.3,0.679,3.5,5.3,8.9,2.1,1.5,0.2,4.9,5.8,19.3,NA,95,110
1986-87,30,CLE,NBA,SF,68,68,2083,7.3,13.8,0.531,0,0.1,0,7.3,13.7,0.534,3.7,6.2,0.596,4,4.8,8.8,3.1,1.5,0.2,3.5,5.1,18.3,NA,105,108
1987-88,31,CLE,NBA,SF,78,59,1631,7.2,14.7,0.489,0,0.2,0,7.2,14.5,0.494,5.5,7.3,0.749,3.5,5,8.5,2.4,1.5,0.2,3.6,5,19.8,NA,105,108
1988-89,32,CLE,NBA,SF,31,0,191,7.2,16.2,0.444,0,0,NA,7.2,16.2,0.444,4.4,6.4,0.68,3.6,6.7,10.3,2.8,1.5,0,2.3,5.1,18.7,NA,105,105
Career,NA,,NBA,,665,287,15863,8,16.2,0.495,0,0.1,0.038,8,16.1,0.498,5.7,8,0.706,4.5,6.1,10.6,2.6,1.7,0.3,3.9,6.2,21.7,NA,105,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,CLE,NBA,,469,249,11281,7.8,15.6,0.499,0,0.1,0,7.8,15.6,0.501,5.6,8,0.709,4.5,5.6,10.1,2.4,1.7,0.2,3.7,5.9,21.2,NA,107,108
3 seasons,NA,DET,NBA,,196,38,4582,8.6,17.6,0.488,0,0.1,0.125,8.6,17.5,0.49,5.7,8.2,0.698,4.6,7.4,11.9,2.9,1.7,0.5,4.5,7,22.9,NA,102,106
