,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,23,GSW,NBA,PG,32,368,100%,,,,,+1.4,-0.7,9,4,10,0,7,2,86,1,8
2008-09,24,GSW,NBA,PG,77,1883,100%,,,,,-2.4,+3.0,40,28,55,15,64,15,469,16,27
2009-10,25,GSW,NBA,PG,65,1788,100%,,,,,0.0,+6.8,34,17,56,8,70,16,423,21,22
2010-11,26,CHI,NBA,PG,82,1091,100%,1%,,,,+7.4,-1.1,41,17,32,9,42,14,418,5,25
2011-12,27,CHI,NBA,PG,49,1159,97%,4%,,,,+1.8,-12.2,51,25,43,12,43,10,441,3,20
2012-13,28,BRK,NBA,PG,80,1521,100%,,,,,+0.6,-2.2,34,17,51,8,35,6,373,7,18
2013-14,29,IND,NBA,PG,63,1193,100%,,,,,+6.5,+2.6,27,11,30,6,27,20,246,2,13
2014-15,30,IND,NBA,PG,57,1422,100%,,,,,-0.6,-1.0,60,25,34,8,46,20,468,8,17
2015-16,31,ORL,NBA,PG,33,656,66%,33%,1%,,,-3.1,-1.7,10,8,28,3,14,1,204,4,3
2016-17,32,ORL,NBA,PG,62,1012,59%,42%,,,,-9.6,-3.6,32,12,39,2,21,9,279,7,10
Career,,,NBA,,600,12093,94%,6%,,,,+0.2,-0.4,338,164,378,71,369,113,3407,74,163
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,GSW,NBA,,174,4039,100%,,,,,-1.0,+4.3,83,49,121,23,141,33,978,38,57
2 seasons,,CHI,NBA,,131,2250,98%,2%,,,,+4.5,-6.8,92,42,75,21,85,24,859,8,45
2 seasons,,IND,NBA,,120,2615,100%,,,,,+2.7,+0.7,87,36,64,14,73,40,714,10,30
2 seasons,,ORL,NBA,,95,1668,62%,38%,,,,-7.0,-2.9,42,20,67,5,35,10,483,11,13
1 season,,BRK,NBA,,80,1521,100%,,,,,+0.6,-2.2,34,17,51,8,35,6,373,7,18
