,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,26,CHI,NBA,PG,16,136,100%,,,,,-7.9,-15.1,6,6,4,4,5,2,70,1,3
2011-12,27,CHI,NBA,PG,6,164,95%,5%,,,,-2.7,-1.5,2,3,8,1,5,0,69,0,5
2012-13,28,BRK,NBA,PG,7,161,100%,,,,,-0.3,-4.0,1,0,3,0,6,1,29,3,4
2013-14,29,IND,NBA,PG,19,342,100%,,,,,-7.6,-11.2,8,2,14,2,9,1,40,2,3
Career,,,NBA,,48,803,99%,1%,,,,-5.2,-8.4,17,11,29,7,25,4,208,6,15
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHI,NBA,,22,300,97%,3%,,,,-5.1,-7.6,8,9,12,5,10,2,139,1,8
1 season,,IND,NBA,,19,342,100%,,,,,-7.6,-11.2,8,2,14,2,9,1,40,2,3
1 season,,BRK,NBA,,7,161,100%,,,,,-0.3,-4.0,1,0,3,0,6,1,29,3,4
