,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1953-54,25,FTW,NBA,,5,,5,7,,,6,12
1954-55,26,FTW,NBA,,9,,8,14,,,6,23
1955-56,27,FTW,NBA,,6,,6,10,,,6,18
1956-57,28,FTW,NBA,,5,,5,7,,,4,13
Career,,,,,9,,8,14,,,6,23
