Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1951-52,23,MLH,NBA,C,66,2618,16.7,0.415,0.355,NA,NA,NA,NA,NA,0.7,3,3.8,0.069
1952-53,24,MLH,NBA,C,71,2891,17.3,0.428,0.35,NA,NA,NA,NA,NA,1.4,5.5,6.9,0.115
1953-54,25,FTW,NBA,PF,72,2934,14.6,0.444,0.303,NA,NA,NA,NA,NA,2.5,3.4,5.8,0.096
1954-55,26,FTW,NBA,PF,72,2860,12.7,0.425,0.285,NA,NA,NA,NA,NA,0.4,3.5,3.9,0.065
1955-56,27,FTW,NBA,PF,66,2240,14.4,0.46,0.289,NA,NA,NA,NA,NA,2.1,2.4,4.4,0.095
1956-57,28,FTW,NBA,PF,72,2647,13,0.426,0.216,NA,NA,NA,NA,NA,0.9,1.9,2.8,0.05
1957-58,29,NYK,NBA,PF,18,384,11.3,0.42,0.328,NA,NA,NA,NA,NA,0.1,0.2,0.3,0.041
Career,NA,,NBA,,437,16574,14.7,0.432,0.296,NA,NA,NA,NA,NA,8,19.9,27.9,0.081
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,FTW,NBA,,282,10681,13.6,0.438,0.27,NA,NA,NA,NA,NA,5.8,11.1,16.9,0.076
2 seasons,NA,MLH,NBA,,137,5509,17,0.422,0.353,NA,NA,NA,NA,NA,2.1,8.6,10.7,0.093
1 season,NA,NYK,NBA,,18,384,11.3,0.42,0.328,NA,NA,NA,NA,NA,0.1,0.2,0.3,0.041
