,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,30,FTW,BAA,,11,,7,9,,,,26
1949-50,31,FTW,NBA,,7,,7,10,,,,18
1950-51,32,FTW,NBA,,6,,5,7,,,,12
Career,,,TOT,,11,,7,10,,,,26
,,,NBA,,7,,7,10,,,,18
,,,BAA,,11,,7,9,,,,26
,,,,,,,,,,,,
